,MMSI,start_time,end_time,VESSEL TYPE,ud_group,len_of_recording,instance_id,min_speed(KNOTSx10),max_speed(KNOTSx10),mean_speed(KNOTSx10),length(in m),min_distance(in kms),max_distance(in kms),mean_distance(in kms),min_course,max_course,mean_course,min_heading,max_heading,mean_heading,SHIPNAME,spectrogram,audio,mseed,psd,psd_pickle
3017,369565000,2018-08-14 20:46:04,2018-08-14 20:56:04,Research/Survey Vessel,Research,10.0,AB_20180814204604_20180814205604,5,7,6.0,56.57,0.56,0.56,0.56,66,336,201.0,1,358,179.5,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814204604_20180814205604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814204604_20180814205604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814204604_20180814205604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814204604_20180814205604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814204604_20180814205604.pkl
3018,369565000,2018-08-14 20:56:04,2018-08-14 21:06:04,Research/Survey Vessel,Research,10.0,AB_20180814205604_20180814210604,3,6,4.428571428571429,56.57,0.56,0.56,0.56,0,270,112.71428571428571,358,359,358.2857142857143,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814205604_20180814210604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814205604_20180814210604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814205604_20180814210604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814205604_20180814210604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814205604_20180814210604.pkl
3019,369565000,2018-08-14 21:06:04,2018-08-14 21:16:04,Research/Survey Vessel,Research,10.0,AB_20180814210604_20180814211604,1,16,4.758620689655173,56.57,0.56,0.56,0.56,0,334,79.72413793103448,0,359,308.51724137931035,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814210604_20180814211604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814210604_20180814211604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814210604_20180814211604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814210604_20180814211604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814210604_20180814211604.pkl
3020,369565000,2018-08-14 21:16:04,2018-08-14 21:26:04,Research/Survey Vessel,Research,10.0,AB_20180814211604_20180814212604,2,7,5.2,56.57000000000001,0.55,0.56,0.558,0,124,59.0,356,358,357.0,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814211604_20180814212604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814211604_20180814212604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814211604_20180814212604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814211604_20180814212604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814211604_20180814212604.pkl
3021,369565000,2018-08-14 21:26:04,2018-08-14 21:36:04,Research/Survey Vessel,Research,10.0,AB_20180814212604_20180814213604,1,1,1.0,83.26,1.53,1.53,1.53,67,67,67.0,332,332,332.0,THOMAS G.THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814212604_20180814213604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814212604_20180814213604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814212604_20180814213604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814212604_20180814213604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814212604_20180814213604.pkl
3022,369565000,2018-08-14 21:36:04,2018-08-14 21:46:04,Research/Survey Vessel,Research,10.0,AB_20180814213604_20180814214604,5,5,5.0,83.27,1.15,1.15,1.15,138,138,138.0,304,304,304.0,ATLANTIS,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814213604_20180814214604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814213604_20180814214604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814213604_20180814214604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814213604_20180814214604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814213604_20180814214604.pkl
3023,369565000,2018-08-14 21:46:04,2018-08-14 21:56:04,Research/Survey Vessel,Research,10.0,AB_20180814214604_20180814215604,4,4,4.0,56.57,0.55,0.55,0.55,270,270,270.0,357,357,357.0,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814214604_20180814215604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814214604_20180814215604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814214604_20180814215604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814214604_20180814215604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814214604_20180814215604.pkl
3024,369565000,2018-08-14 21:56:04,2018-08-14 22:06:04,Research/Survey Vessel,Research,10.0,AB_20180814215604_20180814220604,2,12,5.5,56.57,0.52,0.54,0.5313636363636364,0,312,103.0,0,359,100.04545454545455,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814215604_20180814220604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814215604_20180814220604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814215604_20180814220604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814215604_20180814220604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814215604_20180814220604.pkl
3025,369565000,2018-08-14 22:06:04,2018-08-14 22:16:04,Research/Survey Vessel,Research,10.0,AB_20180814220604_20180814221604,0,9,3.75,56.57,0.51,0.52,0.5175000000000001,0,283,93.25,2,350,89.25,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814220604_20180814221604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814220604_20180814221604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814220604_20180814221604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814220604_20180814221604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814220604_20180814221604.pkl
3026,369565000,2018-08-14 22:16:04,2018-08-14 22:26:04,Research/Survey Vessel,Research,10.0,AB_20180814221604_20180814222604,1,11,4.8,56.57000000000001,0.5,0.51,0.508,0,90,54.0,350,359,355.8,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814221604_20180814222604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814221604_20180814222604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814221604_20180814222604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814221604_20180814222604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814221604_20180814222604.pkl
3027,369565000,2018-08-14 22:26:04,2018-08-14 22:36:04,Research/Survey Vessel,Research,10.0,AB_20180814222604_20180814223604,2,12,4.90625,56.57,0.5,0.51,0.5015625,0,270,108.40625,346,355,350.15625,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814222604_20180814223604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814222604_20180814223604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814222604_20180814223604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814222604_20180814223604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814222604_20180814223604.pkl
3028,369565000,2018-08-14 22:36:04,2018-08-14 22:46:04,Research/Survey Vessel,Research,10.0,AB_20180814223604_20180814224604,5,12,8.5,56.57,0.5,0.5,0.5,49,90,69.5,347,352,349.5,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814223604_20180814224604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814223604_20180814224604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814223604_20180814224604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814223604_20180814224604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814223604_20180814224604.pkl
3029,369565000,2018-08-14 22:46:04,2018-08-14 22:56:04,Research/Survey Vessel,Research,10.0,AB_20180814224604_20180814225604,8,8,8.0,56.57,0.51,0.51,0.51,90,90,90.0,355,355,355.0,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814224604_20180814225604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814224604_20180814225604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814224604_20180814225604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814224604_20180814225604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814224604_20180814225604.pkl
3030,369565000,2018-08-14 22:56:04,2018-08-14 23:06:04,Research/Survey Vessel,Research,10.0,AB_20180814225604_20180814230604,8,8,8.0,56.57,0.5,0.5,0.5,63,63,63.0,350,350,350.0,KILO MOANA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814225604_20180814230604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814225604_20180814230604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814225604_20180814230604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814225604_20180814230604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814225604_20180814230604.pkl
3031,369565000,2018-08-14 23:06:04,2018-08-14 23:16:04,Research/Survey Vessel,Research,10.0,AB_20180814230604_20180814231604,5,5,5.0,83.27,1.23,1.23,1.23,196,196,196.0,307,307,307.0,ATLANTIS,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814230604_20180814231604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814230604_20180814231604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814230604_20180814231604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814230604_20180814231604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814230604_20180814231604.pkl
3032,369565000,2018-08-14 23:16:04,2018-08-14 23:26:04,Research/Survey Vessel,Research,10.0,AB_20180814231604_20180814232604,6,6,6.0,83.27,1.23,1.23,1.23,69,69,69.0,304,304,304.0,ATLANTIS,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814231604_20180814232604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814231604_20180814232604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814231604_20180814232604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814231604_20180814232604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814231604_20180814232604.pkl
3033,369565000,2018-08-14 23:26:04,2018-08-14 23:36:04,Research/Survey Vessel,Research,10.0,AB_20180814232604_20180814233604,6,6,6.0,83.27,1.23,1.23,1.23,224,224,224.0,306,306,306.0,ATLANTIS,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180814232604_20180814233604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180814232604_20180814233604.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180814232604_20180814233604.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180814232604_20180814233604.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180814232604_20180814233604.pkl
